INTAKEID,RECVDATE,AE_CATEGORY,AE_SHORT,ADVERSE_EVENT,FINDING_DETAIL,ASPEN_FACID,NAME,ASPEN_FACTYPE_LABEL,LAT,LON
CA00849749,10-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000022,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,General Acute Care Hospital,37.785843,-122.4217485
CA00849982,11-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000008,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,General Acute Care Hospital,37.782306,-122.443227
CA00850501,14-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000019,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,General Acute Care Hospital,37.756161,-122.4056655
CA00850635,14-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000018,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,General Acute Care Hospital,37.747206,-122.420664
CA00850635,14-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000018,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,General Acute Care Hospital,37.747206,-122.420664
CA00850968,20-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000019,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,General Acute Care Hospital,37.756161,-122.4056655
CA00850970,20-Jul-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Z2_Missing,CA220000019,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,General Acute Care Hospital,37.756161,-122.4056655
CA00851773,21-Jul-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Z2_Missing,CA070000133,REGIONAL MEDICAL CENTER OF SAN JOSE,General Acute Care Hospital,37.362474,-121.8492675
CA00851814,21-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000017,MILLS-PENINSULA MEDICAL CENTER,General Acute Care Hospital,37.59282,-122.3825355
CA00852141,24-Jul-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Z2_Missing,CA030000133,KAISER FOUNDATION HOSP SO SACRAMENTO,General Acute Care Hospital,38.470392,-121.4223975
CA00852928,28-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000133,KAISER FOUNDATION HOSP SO SACRAMENTO,General Acute Care Hospital,38.470392,-121.4223975
CA00853317,31-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000124,MERCY GENERAL HOSPITAL,General Acute Care Hospital,38.570526,-121.4521695
CA00853669,1-Aug-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00856455,17-Aug-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000008,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,General Acute Care Hospital,37.782306,-122.443227
CA00857584,24-Aug-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Z2_Missing,CA030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",General Acute Care Hospital,38.5709021,-121.4694505
CA00857864,25-Aug-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00857872,25-Aug-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00858825,29-Aug-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA240000046,REDLANDS COMMUNITY HOSPITAL,General Acute Care Hospital,34.036506,-117.2051775
CA00859000,5-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000901,MERCY HOSPITAL OF FOLSOM,General Acute Care Hospital,38.67021,-121.145382
CA00859422,6-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA030000133,KAISER FOUNDATION HOSP SO SACRAMENTO,General Acute Care Hospital,38.470392,-121.4223975
CA00859603,7-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000022,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,General Acute Care Hospital,37.785843,-122.4217485
CA00859699,5-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA240000103,ST BERNARDINE MEDICAL CENTER,General Acute Care Hospital,34.13475,-117.2760165
CA00859777,8-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA030000133,KAISER FOUNDATION HOSP SO SACRAMENTO,General Acute Care Hospital,38.470392,-121.4223975
CA00860190,11-Sep-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Z2_Missing,CA220000019,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,General Acute Care Hospital,37.756161,-122.4056655
CA00860308,12-Sep-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Z2_Missing,CA030000130,KAISER FOUNDATION HOSPITAL - SACRAMENTO,General Acute Care Hospital,38.602089,-121.3925895
CA00860551,13-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000017,MILLS-PENINSULA MEDICAL CENTER,General Acute Care Hospital,37.59282,-122.3825355
CA00860896,15-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000133,KAISER FOUNDATION HOSP SO SACRAMENTO,General Acute Care Hospital,38.470392,-121.4223975
CA00860921,15-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00860925,15-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00861489,19-Sep-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Z2_Missing,CA220000017,MILLS-PENINSULA MEDICAL CENTER,General Acute Care Hospital,37.59282,-122.3825355
CA00861615,20-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000019,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,General Acute Care Hospital,37.756161,-122.4056655
CA00862434,25-Sep-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Z2_Missing,CA030000108,SUTTER AMADOR HOSPITAL,General Acute Care Hospital,38.35071,-120.764691
CA00863063,28-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00863263,3-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000122,DOCTORS MEDICAL CENTER,General Acute Care Hospital,37.665198,-120.99735
CA00864425,6-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00864426,6-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00864485,9-Oct-23,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Z2_Missing,CA120000338,BAKERSFIELD MEMORIAL HOSPITAL,General Acute Care Hospital,35.391969,-119.006847
CA00865141,11-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000133,KAISER FOUNDATION HOSP SO SACRAMENTO,General Acute Care Hospital,38.470392,-121.4223975
CA00865746,16-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000022,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,General Acute Care Hospital,37.785843,-122.4217485
CA00866234,19-Oct-23,06 - Criminal Events,27: Physical Assault,27: Death/Significant Injury of a Patient or Staff from a Physical Assault,Z2_Missing,CA140000034,HIGHLAND HOSPITAL,General Acute Care Hospital,37.798281,-122.231673
CA00866274,19-Oct-23,01 - Surgical Events,01: Surgery Wrong Body Part,"01: Surgery Performed on a Wrong Body Part, Inconsistent with Informed Consent",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00866503,23-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000108,SUTTER AMADOR HOSPITAL,General Acute Care Hospital,38.35071,-120.764691
CA00866776,24-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00866839,24-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000022,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,General Acute Care Hospital,37.785843,-122.4217485
CA00867240,25-Oct-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Z2_Missing,CA220000017,MILLS-PENINSULA MEDICAL CENTER,General Acute Care Hospital,37.59282,-122.3825355
CA00867420,26-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000018,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,General Acute Care Hospital,37.747206,-122.420664
CA00868270,2-Nov-23,06 - Criminal Events,27: Physical Assault,27: Death/Significant Injury of a Patient or Staff from a Physical Assault,Z2_Missing,CA140000034,HIGHLAND HOSPITAL,General Acute Care Hospital,37.798281,-122.231673
CA00868357,2-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000133,KAISER FOUNDATION HOSP SO SACRAMENTO,General Acute Care Hospital,38.470392,-121.4223975
CA00868543,3-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00868696,6-Nov-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Z2_Missing,CA2400000027,LOMA LINDA UNIVERSITY MEDICAL CENTER,General Acute Care Hospital,34.04920239,-117.2611754
CA00868724,6-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00869901,14-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00870212,15-Nov-23,06 - Criminal Events,27: Physical Assault,27: Death/Significant Injury of a Patient or Staff from a Physical Assault,Z2_Missing,CA140000034,HIGHLAND HOSPITAL,General Acute Care Hospital,37.798281,-122.231673
CA00870304,16-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000133,KAISER FOUNDATION HOSP SO SACRAMENTO,General Acute Care Hospital,38.470392,-121.4223975
CA00870380,16-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00870382,16-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00870409,20-Nov-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Z2_Missing,CA030000123,MEMORIAL MEDICAL CENTER,General Acute Care Hospital,37.668762,-120.9746565
CA00870748,13-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA240000046,REDLANDS COMMUNITY HOSPITAL,General Acute Care Hospital,34.036506,-117.2051775
CA00870899,20-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",General Acute Care Hospital,38.5709021,-121.4694505
CA00871087,21-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000019,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,General Acute Care Hospital,37.756161,-122.4056655
CA00871167,22-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00871174,22-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00871178,22-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00871184,22-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00871190,22-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00871706,27-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00871710,27-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA220000031,UCSF MEDICAL CENTER,General Acute Care Hospital,37.78438112,-122.4396268
CA00872047,29-Nov-23,06 - Criminal Events,27: Physical Assault,27: Death/Significant Injury of a Patient or Staff from a Physical Assault,Z2_Missing,CA140000034,HIGHLAND HOSPITAL,General Acute Care Hospital,37.798281,-122.231673
CA00872311,30-Nov-23,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Z2_Missing,CA930000068,PIH HEALTH GOOD SAMARITAN HOSPITAL,General Acute Care Hospital,34.05328501,-118.265336
